Count,lat,lng,Color,Header,k_population,Delay,Delay with DST,#1_%aft7:00,#1 hour,#2_%aft7:00,#2 hour,#3_%aft7:00,#3 hour,#4_%aft7:00,#4 hour,#5_%aft7:00,#5 hour,B_Delay,B_Delay with DST,B_#1_%aft7:00,B_#1 hour,B_#2_%aft7:00,B_#2 hour,B_#3_%aft7:00,B_#3 hour,B_#4_%aft7:00,B_#4 hour,B_#5_%aft7:00,B_#5 hour,change_flag,B_FIPS - county,B_T/zone,FIPS - county,T/zone,population
161,0,0,4,"Montgomery, AR",9 k,15,75,22%,7:20,22%,7:20,33%,7:30,41%,7:35,54%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
162,0,0,4,"Nevada, AR",8 k,13,73,20%,7:20,20%,7:20,31%,7:30,39%,7:35,53%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
163,0,0,4,"Newton, AR",7 k,13,73,22%,7:25,22%,7:25,33%,7:30,40%,7:35,52%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
164,0,0,4,"Ouachita, AR",23 k,12,72,19%,7:15,19%,7:15,29%,7:30,36%,7:30,52%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
165,0,0,4,"Perry, AR",10 k,12,72,21%,7:20,21%,7:20,31%,7:30,38%,7:35,52%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
166,0,0,3,"Phillips, AR",17 k,3,63,15%,7:10,15%,7:10,22%,7:20,27%,7:25,47%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
167,0,0,4,"Pike, AR",10 k,15,75,22%,7:20,22%,7:20,33%,7:30,41%,7:35,54%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
168,0,0,3,"Poinsett, AR",23 k,3,63,16%,7:10,16%,7:10,23%,7:20,28%,7:25,47%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
169,0,0,4,"Polk, AR",19 k,17,77,23%,7:25,23%,7:25,35%,7:35,44%,7:40,55%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
170,0,0,4,"Pope, AR",63 k,12,72,22%,7:20,22%,7:20,32%,7:30,39%,7:35,52%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
171,0,0,4,"Prairie, AR",8 k,6,66,17%,7:15,17%,7:15,25%,7:25,32%,7:30,49%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
172,0,0,4,"Pulaski, AR",398 k,9,69,19%,7:15,19%,7:15,28%,7:25,35%,7:30,50%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
173,0,0,3,"Randolph, AR",18 k,4,64,18%,7:15,18%,7:15,25%,7:25,31%,7:30,48%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
174,0,0,3,"St. Francis, AR",24 k,3,63,15%,7:10,15%,7:10,22%,7:20,28%,7:25,47%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
175,0,0,4,"Saline, AR",122 k,11,71,20%,7:20,20%,7:20,30%,7:30,37%,7:30,51%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
176,0,0,4,"Scott, AR",10 k,16,76,23%,7:25,23%,7:25,35%,7:35,43%,7:40,55%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
177,0,0,4,"Searcy, AR",8 k,11,71,21%,7:20,21%,7:20,31%,7:30,38%,7:35,51%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
178,0,0,4,"Sebastian, AR",128 k,17,77,24%,7:25,24%,7:25,36%,7:35,45%,7:40,55%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
179,0,0,4,"Sevier, AR",16 k,17,77,23%,7:25,23%,7:25,35%,7:35,43%,7:35,55%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
180,0,0,3,"Sharp, AR",17 k,6,66,19%,7:15,19%,7:15,27%,7:25,33%,7:30,48%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
181,0,0,4,"Stone, AR",12 k,9,69,20%,7:20,20%,7:20,29%,7:30,36%,7:30,50%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
182,0,0,4,"Union, AR",39 k,10,70,18%,7:15,18%,7:15,27%,7:25,34%,7:30,51%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
183,0,0,4,"Van Buren, AR",16 k,10,70,21%,7:20,21%,7:20,30%,7:30,37%,7:35,51%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
184,0,0,4,"Washington, AR",243 k,17,77,24%,7:30,24%,7:30,36%,7:35,44%,7:40,55%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
185,0,0,4,"White, AR",77 k,7,67,18%,7:15,18%,7:15,27%,7:25,33%,7:30,49%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
186,0,0,3,"Woodruff, AR",6 k,5,65,17%,7:15,17%,7:15,24%,7:25,30%,7:25,48%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
187,0,0,4,"Yell, AR",20 k,14,74,22%,7:20,22%,7:20,33%,7:30,40%,7:35,53%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
188,0,0,4,"Alameda, CA","1,673 k",8,68,21%,7:25,21%,7:25,30%,7:30,36%,7:35,49%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
189,0,0,3,"Alpine, CA",1 k,-1,59,18%,7:15,18%,7:15,24%,7:25,29%,7:25,46%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
190,0,0,3,"Amador, CA",40 k,3,63,20%,7:20,20%,7:20,27%,7:25,32%,7:30,47%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
191,0,0,4,"Butte, CA",218 k,6,66,23%,7:30,23%,7:30,31%,7:30,37%,7:35,49%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
192,0,0,3,"Calaveras, CA",45 k,2,62,19%,7:20,19%,7:20,26%,7:25,32%,7:30,47%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
193,0,0,4,"Colusa, CA",22 k,9,69,24%,7:30,24%,7:30,33%,7:35,39%,7:40,50%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
194,0,0,4,"Contra Costa, CA","1,162 k",8,68,22%,7:25,22%,7:25,31%,7:30,37%,7:35,50%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
195,0,0,4,"Del Norte, CA",28 k,16,76,29%,7:45,29%,7:45,40%,7:45,47%,7:50,53%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
196,0,0,3,"El Dorado, CA",191 k,2,62,20%,7:20,20%,7:20,27%,7:25,32%,7:30,47%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
197,0,0,3,"Fresno, CA","1,003 k",-1,59,15%,7:10,15%,7:10,21%,7:20,25%,7:25,45%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
198,0,0,4,"Glenn, CA",29 k,10,70,24%,7:30,24%,7:30,33%,7:35,40%,7:40,50%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
199,0,0,4,"Humboldt, CA",137 k,16,76,28%,7:40,28%,7:40,39%,7:40,46%,7:45,53%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
200,0,0,2,"Imperial, CA",180 k,-19,41,0%,6:45,0%,6:45,0%,6:55,1%,7:00,35%,7:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
201,0,0,2,"Inyo, CA",19 k,-10,50,6%,7:00,6%,7:00,9%,7:10,12%,7:15,41%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
202,0,0,3,"Kern, CA",906 k,-5,55,9%,7:05,9%,7:05,13%,7:15,17%,7:15,43%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
203,0,0,3,"Kings, CA",152 k,-1,59,15%,7:10,15%,7:10,20%,7:20,25%,7:25,45%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
204,0,0,4,"Lake, CA",68 k,11,71,25%,7:30,25%,7:30,34%,7:35,41%,7:40,51%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
205,0,0,3,"Lassen, CA",33 k,2,62,22%,7:25,22%,7:25,30%,7:30,35%,7:35,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
206,0,0,2,"Los Angeles, CA","10,020 k",-7,53,0%,7:00,0%,7:00,3%,7:10,7%,7:15,41%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
207,0,0,3,"Madera, CA",156 k,-1,59,16%,7:15,16%,7:15,22%,7:20,27%,7:25,45%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
208,0,0,4,"Marin, CA",262 k,11,71,24%,7:25,24%,7:25,33%,7:35,40%,7:40,51%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
209,0,0,3,"Mariposa, CA",17 k,0,60,17%,7:15,17%,7:15,23%,7:20,28%,7:25,45%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
210,0,0,4,"Mendocino, CA",92 k,14,74,26%,7:35,26%,7:35,36%,7:40,44%,7:45,52%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
211,0,0,3,"Merced, CA",279 k,3,63,18%,7:15,18%,7:15,25%,7:25,31%,7:30,47%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
212,0,0,3,"Modoc, CA",9 k,3,63,23%,7:30,23%,7:30,31%,7:30,36%,7:35,48%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
213,0,0,3,"Mono, CA",13 k,-4,56,15%,7:10,15%,7:10,20%,7:20,24%,7:20,44%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
214,0,0,3,"Monterey, CA",439 k,5,65,18%,7:15,18%,7:15,26%,7:25,32%,7:30,48%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
215,0,0,4,"Napa, CA",139 k,9,69,23%,7:25,23%,7:25,32%,7:30,39%,7:35,50%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
216,0,0,3,"Nevada, CA",102 k,3,63,21%,7:25,21%,7:25,28%,7:25,34%,7:30,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
217,0,0,2,"Orange, CA","3,183 k",-9,51,0%,6:55,0%,6:55,2%,7:05,6%,7:10,40%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
218,0,0,3,"Placer, CA",400 k,3,63,21%,7:20,21%,7:20,28%,7:25,33%,7:30,47%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
219,0,0,3,"Plumas, CA",20 k,3,63,22%,7:25,22%,7:25,29%,7:30,35%,7:35,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
220,0,0,2,"Riverside, CA","2,409 k",-16,44,0%,6:50,0%,6:50,0%,7:00,2%,7:05,37%,7:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
221,0,0,3,"Sacramento, CA","1,572 k",5,65,21%,7:25,21%,7:25,29%,7:30,35%,7:35,48%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
222,0,0,3,"San Benito, CA",63 k,4,64,18%,7:15,18%,7:15,26%,7:25,32%,7:30,48%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
223,0,0,2,"San Bernardino, CA","2,171 k",-15,45,0%,6:55,0%,6:55,1%,7:05,3%,7:05,38%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
224,0,0,2,"San Diego, CA","3,296 k",-13,47,0%,6:50,0%,6:50,1%,7:00,3%,7:05,38%,7:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
225,0,0,4,"San Francisco, CA",866 k,10,70,23%,7:25,23%,7:25,32%,7:30,39%,7:35,51%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
226,0,0,3,"San Joaquin, CA",771 k,5,65,20%,7:20,20%,7:20,28%,7:25,34%,7:30,48%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
227,0,0,3,"San Luis Obispo, CA",283 k,2,62,15%,7:10,15%,7:10,21%,7:20,27%,7:25,46%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
228,0,0,4,"San Mateo, CA",762 k,9,69,22%,7:25,22%,7:25,31%,7:30,38%,7:35,50%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
229,0,0,3,"Santa Barbara, CA",448 k,0,60,13%,7:10,13%,7:10,18%,7:20,24%,7:20,45%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
230,0,0,4,"Santa Clara, CA","1,932 k",7,67,21%,7:20,21%,7:20,29%,7:30,35%,7:30,49%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
231,0,0,4,"Santa Cruz, CA",272 k,8,68,21%,7:20,21%,7:20,30%,7:30,36%,7:35,50%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
232,0,0,4,"Shasta, CA",182 k,8,68,25%,7:35,25%,7:35,33%,7:35,40%,7:40,50%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
233,0,0,3,"Sierra, CA",3 k,2,62,21%,7:25,21%,7:25,28%,7:25,33%,7:30,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
234,0,0,4,"Siskiyou, CA",44 k,10,70,26%,7:35,26%,7:35,36%,7:40,42%,7:45,51%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
235,0,0,4,"Solano, CA",451 k,8,68,22%,7:25,22%,7:25,31%,7:30,37%,7:35,50%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
236,0,0,4,"Sonoma, CA",492 k,12,72,24%,7:30,24%,7:30,34%,7:35,41%,7:40,51%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
237,0,0,3,"Stanislaus, CA",551 k,4,64,19%,7:20,19%,7:20,27%,7:25,33%,7:30,48%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
238,0,0,4,"Sutter, CA",99 k,7,67,22%,7:25,22%,7:25,31%,7:30,37%,7:35,49%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
239,0,0,4,"Tehama, CA",65 k,9,69,24%,7:30,24%,7:30,33%,7:35,40%,7:40,50%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
240,0,0,4,"Trinity, CA",16 k,12,72,27%,7:35,27%,7:35,37%,7:40,44%,7:45,52%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
241,0,0,3,"Tulare, CA",471 k,-5,55,12%,7:05,12%,7:05,16%,7:15,20%,7:20,43%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
242,0,0,3,"Tuolumne, CA",55 k,0,60,18%,7:15,18%,7:15,24%,7:20,29%,7:25,46%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
243,0,0,3,"Ventura, CA",845 k,-4,56,8%,7:05,8%,7:05,13%,7:15,17%,7:15,43%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
244,0,0,4,"Yolo, CA",217 k,8,68,23%,7:25,23%,7:25,32%,7:30,38%,7:35,50%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
245,0,0,3,"Yuba, CA",80 k,5,65,22%,7:25,22%,7:25,30%,7:30,36%,7:35,48%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
246,0,0,3,"Adams, CO",515 k,-3,57,19%,7:20,19%,7:20,24%,7:25,29%,7:25,45%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
247,0,0,3,"Alamosa, CO",16 k,3,63,19%,7:20,19%,7:20,26%,7:25,32%,7:30,47%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
248,0,0,3,"Arapahoe, CO",652 k,-3,57,18%,7:20,18%,7:20,24%,7:20,28%,7:25,45%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
249,0,0,4,"Archuleta, CO",13 k,8,68,21%,7:20,21%,7:20,30%,7:30,37%,7:35,50%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
250,0,0,2,"Baca, CO",4 k,-10,50,9%,7:05,9%,7:05,13%,7:10,16%,7:15,41%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
251,0,0,2,"Bent, CO",6 k,-8,52,13%,7:10,13%,7:10,17%,7:15,20%,7:20,42%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
252,0,0,3,"Boulder, CO",329 k,1,61,21%,7:25,21%,7:25,28%,7:25,33%,7:30,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
253,0,0,3,"Broomfield, CO",73 k,0,60,20%,7:20,20%,7:20,27%,7:25,32%,7:30,46%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
254,0,0,3,"Chaffee, CO",19 k,5,65,21%,7:25,21%,7:25,29%,7:30,35%,7:35,48%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
255,0,0,2,"Cheyenne, CO",2 k,-10,50,13%,7:10,13%,7:10,17%,7:15,20%,7:20,42%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
256,0,0,3,"Clear Creek, CO",9 k,3,63,21%,7:25,21%,7:25,28%,7:30,34%,7:30,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
257,0,0,3,"Conejos, CO",8 k,5,65,19%,7:20,19%,7:20,27%,7:25,33%,7:30,48%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
258,0,0,3,"Costilla, CO",4 k,2,62,18%,7:15,18%,7:15,24%,7:25,30%,7:25,46%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
259,0,0,3,"Crowley, CO",6 k,-5,55,15%,7:10,15%,7:10,20%,7:20,24%,7:20,44%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
260,0,0,3,"Custer, CO",5 k,1,61,19%,7:20,19%,7:20,25%,7:25,31%,7:30,47%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
261,0,0,4,"Delta, CO",31 k,11,71,25%,7:30,25%,7:30,35%,7:35,41%,7:40,51%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
262,0,0,3,"Denver, CO",707 k,0,60,20%,7:20,20%,7:20,26%,7:25,31%,7:30,46%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
263,0,0,4,"Dolores, CO",2 k,14,74,25%,7:30,25%,7:30,36%,7:35,43%,7:40,53%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
264,0,0,3,"Douglas, CO",352 k,0,60,19%,7:20,19%,7:20,25%,7:25,30%,7:30,46%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
265,0,0,4,"Eagle, CO",56 k,7,67,23%,7:30,23%,7:30,32%,7:30,38%,7:35,49%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
266,0,0,3,"Elbert, CO",26 k,-3,57,17%,7:15,17%,7:15,23%,7:20,27%,7:25,44%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
267,0,0,3,"El Paso, CO",723 k,-2,58,18%,7:15,18%,7:15,24%,7:20,28%,7:25,45%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
268,0,0,3,"Fremont, CO",49 k,2,62,19%,7:20,19%,7:20,26%,7:25,31%,7:30,47%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
269,0,0,4,"Garfield, CO",61 k,12,72,25%,7:35,25%,7:35,35%,7:35,42%,7:40,51%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
270,0,0,3,"Gilpin, CO",6 k,2,62,21%,7:25,21%,7:25,28%,7:25,33%,7:30,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
271,0,0,3,"Grand, CO",16 k,4,64,22%,7:25,22%,7:25,30%,7:30,36%,7:35,48%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
272,0,0,4,"Gunnison, CO",17 k,8,68,23%,7:25,23%,7:25,32%,7:30,38%,7:35,50%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
273,0,0,4,"Hinsdale, CO",1 k,9,69,22%,7:25,22%,7:25,32%,7:30,38%,7:35,50%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
274,0,0,3,"Huerfano, CO",7 k,0,60,17%,7:15,17%,7:15,24%,7:20,28%,7:25,46%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
